index,defense_action,text_snippet,top_contributing_features
2779,quarantine,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.","txt (4.388999938964844), win (3.0409998893737793), for (1.149999976158142), cash (0.48899999260902405), call (-0.26899999380111694), to (-0.22200000286102295), your (-0.20000000298023224), now (-0.15299999713897705), ur (0.14300000667572021), me (0.14300000667572021)"
2791,quarantine,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,"call (3.50600004196167), claim (2.184000015258789), 500 (1.00600004196167), to (-0.6800000071525574), cash (0.4729999899864197), me (0.33899998664855957), your (-0.20100000500679016), my (0.164000004529953), now (-0.1469999998807907), from (-0.14300000667572021)"
2807,quarantine,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,"call (3.48799991607666), free (1.2380000352859497), your (0.8169999718666077), the (-0.8159999847412109), you (0.45100000500679016), mobile (0.4169999957084656), for (0.4050000011920929), me (0.3479999899864197), to (-0.33500000834465027), my (0.1899999976158142)"
2820,quarantine,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,"call (3.884999990463257), your (0.8939999938011169), for (0.7089999914169312), not (-0.4620000123977661), to (-0.4309999942779541), me (0.3310000002384186), my (0.18400000035762787), now (-0.16099999845027924), txt (-0.11999999731779099), from (-0.11400000005960464)"
2825,quarantine,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","call (3.440999984741211), claim (1.9789999723434448), won (1.1679999828338623), now (0.7710000276565552), to (0.6859999895095825), good (-0.574999988079071), me (0.3529999852180481), the (0.22300000488758087), per (0.20999999344348907), my (0.1940000057220459)"
2829,quarantine,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,"txt (4.010000228881836), send (1.3029999732971191), to (0.8930000066757202), ur (0.6200000047683716), call (-0.3319999873638153), 150p (0.2750000059604645), now (-0.20000000298023224), me (0.16899999976158142), your (-0.15600000321865082), from (-0.15199999511241913)"
2833,quarantine,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","call (4.376999855041504), won (1.1619999408721924), you (0.75), or (0.6119999885559082), cash (0.5139999985694885), to (-0.47099998593330383), me (0.3529999852180481), my (0.16500000655651093), your (-0.15700000524520874), txt (-0.12700000405311584)"
2847,quarantine,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","text (2.440999984741211), free (2.078000068664551), now (1.3519999980926514), to (1.1519999504089355), get (0.5049999952316284), real (0.42500001192092896), your (-0.3569999933242798), you (0.2879999876022339), call (-0.28600001335144043), apply (0.28299999237060547)"
2849,quarantine,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","call (3.003000020980835), now (1.5889999866485596), to (0.7839999794960022), your (0.6240000128746033), me (0.3540000021457672), my (0.21199999749660492), is (0.1940000057220459), ltd (0.15600000321865082), per (0.13300000131130219), from (-0.13199999928474426)"
2870,quarantine,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.","call (3.003000020980835), now (1.5889999866485596), to (0.7839999794960022), your (0.6240000128746033), me (0.3540000021457672), my (0.21199999749660492), is (0.1940000057220459), ltd (0.15600000321865082), per (0.13300000131130219), from (-0.13199999928474426)"
2878,quarantine,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","txt (3.2660000324249268), text (1.9079999923706055), free (1.7430000305175781), stop (1.625), ur (0.335999995470047), want (0.30799999833106995), then (-0.28299999237060547), to (-0.2630000114440918), call (-0.2029999941587448), per (0.17800000309944153)"
2880,quarantine,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","claim (2.184999942779541), text (2.1710000038146973), to (1.340999960899353), now (1.2869999408721924), ur (0.8870000243186951), mobile (0.7160000205039978), call (-0.3529999852180481), you (0.2619999945163727), me (0.24799999594688416), of (0.23399999737739563)"
2896,quarantine,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!","call (3.88100004196167), free (1.8140000104904175), or (1.1160000562667847), orange (0.3659999966621399), me (0.3149999976158142), and (-0.2809999883174896), my (0.16300000250339508), your (-0.1550000011920929), from (-0.1420000046491623), now (-0.13300000131130219)"
2901,quarantine,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,"send (2.4210000038146973), now (2.061000108718872), 500 (1.3220000267028809), msg (0.6959999799728394), in (-0.5440000295639038), call (-0.4020000100135803), cash (0.328000009059906), is (0.32100000977516174), your (-0.17599999904632568), my (0.17399999499320984)"
2909,quarantine,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,"call (3.321000099182129), claim (1.8509999513626099), your (1.2619999647140503), mobile (1.0080000162124634), been (0.8960000276565552), from (0.8769999742507935), number (0.40700000524520874), me (0.39399999380111694), with (0.37599998712539673), my (0.21299999952316284)"
2940,quarantine,You have 1 new message. Please call 08712400200.,"message (1.8040000200271606), call (1.6490000486373901), new (1.496000051498413), have (0.796999990940094), you (-0.3050000071525574), me (0.22599999606609344), txt (-0.16500000655651093), from (-0.15199999511241913), my (0.13300000131130219), now (-0.10700000077486038)"
2953,quarantine,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011","call (3.6540000438690186), your (1.5160000324249268), mobile (1.2029999494552612), 500 (0.8019999861717224), was (-0.5929999947547913), on (0.3840000033378601), me (0.36800000071525574), my (0.1809999942779541), for (-0.1379999965429306), now (-0.13500000536441803)"
2958,quarantine,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,"call (2.0239999294281006), reply (1.6549999713897705), stop (1.625), out (1.3619999885559082), so (-0.8169999718666077), to (0.6370000243186951), msg (0.5490000247955322), me (0.31200000643730164), have (-0.2619999945163727), and (0.21699999272823334)"
2979,quarantine,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2","txt (2.6540000438690186), call (2.632999897003174), free (1.909000039100647), orange (0.3659999966621399), me (0.3400000035762787), my (0.16300000250339508), your (-0.15299999713897705), or (0.15199999511241913), now (-0.1509999930858612), to (-0.15000000596046448)"
2986,quarantine,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,"win (2.2130000591278076), stop (2.124000072479248), reply (2.0810000896453857), service (1.2760000228881836), send (0.9909999966621399), what (-0.4259999990463257), call (-0.32600000500679016), to (0.30399999022483826), me (0.16500000655651093), my (0.15700000524520874)"
2989,quarantine,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,"txt (4.063000202178955), now (1.3769999742507935), to (1.0529999732971191), free (0.9769999980926514), get (0.5019999742507935), reply (0.382999986410141), so (-0.29899999499320984), 150p (0.2750000059604645), call (-0.21899999678134918), and (0.2029999941587448)"
2991,quarantine,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","call (3.50600004196167), now (1.7949999570846558), me (0.32600000500679016), is (0.21899999678134918), per (0.20999999344348907), your (-0.18400000035762787), my (0.17900000512599945), from (-0.16599999368190765), ltd (0.15700000524520874), to (-0.1379999965429306)"
3001,quarantine,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,"reply (2.2060000896453857), free (1.8660000562667847), stop (1.8550000190734863), service (1.128000020980835), message (0.8460000157356262), from (0.6209999918937683), to (-0.5230000019073486), new (0.5189999938011169), sex (0.31299999356269836), call (-0.29499998688697815)"
3004,quarantine,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","call (4.376999855041504), won (1.1619999408721924), you (0.75), or (0.6119999885559082), cash (0.5139999985694885), to (-0.47099998593330383), me (0.3529999852180481), my (0.16500000655651093), your (-0.15700000524520874), txt (-0.12700000405311584)"
3008,quarantine,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'h","call (3.250999927520752), free (1.5190000534057617), text (1.4609999656677246), 500 (1.222000002861023), or (1.1490000486373901), help (0.7129999995231628), can (-0.3659999966621399), me (0.35100001096725464), for (0.3160000145435333), been (0.22300000488758087)"
3009,quarantine,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,"call (3.561000108718872), or (0.8289999961853027), orange (0.3659999966621399), me (0.3199999928474426), on (0.31200000643730164), your (-0.1979999989271164), now (-0.16899999976158142), from (-0.164000004529953), my (0.15600000321865082), txt (-0.1379999965429306)"
3013,quarantine,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,"txt (3.3889999389648438), stop (1.465999960899353), free (1.3760000467300415), mobile (0.6489999890327454), get (0.5490000247955322), to (0.5410000085830688), this (0.5360000133514404), msg (0.4959999918937683), your (0.3659999966621399), call (-0.23800000548362732)"
3055,quarantine,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,"txt (4.269999980926514), win (2.8420000076293945), now (1.3380000591278076), or (0.9810000061988831), cash (0.5350000262260437), what (-0.4230000078678131), call (-0.26899999380111694), me (0.1509999930858612), my (0.14000000059604645), to (-0.11299999803304672)"
3066,quarantine,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,"text (2.8970000743865967), mobile (1.3799999952316284), to (1.2050000429153442), new (1.128999948501587), for (0.6869999766349792), call (-0.4390000104904175), of (-0.36800000071525574), get (-0.27000001072883606), the (0.26899999380111694), your (-0.23800000548362732)"
3091,quarantine,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,"win (2.306999921798706), stop (1.5889999866485596), reply (1.4329999685287476), now (1.121999979019165), of (-1.0980000495910645), to (0.9430000185966492), the (-0.593999981880188), in (-0.515999972820282), call (-0.382999986410141), me (0.17800000309944153)"
3110,quarantine,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,"stop (2.3959999084472656), send (1.2300000190734863), for (1.0130000114440918), to (0.9210000038146973), customer (0.6039999723434448), good (-0.5350000262260437), call (-0.460999995470047), your (-0.2680000066757202), txt (-0.18700000643730164), now (-0.17800000309944153)"
3122,quarantine,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,"txt (3.993000030517578), win (2.7939999103546143), free (1.3830000162124634), in (-0.6309999823570251), get (0.5519999861717224), for (0.49399998784065247), apply (0.2669999897480011), your (-0.25600001215934753), call (-0.2160000056028366), me (0.13600000739097595)"
3125,quarantine,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,"txt (4.326000213623047), or (1.0329999923706055), free (0.8360000252723694), call (-0.29600000381469727), 150p (0.2750000059604645), your (-0.27300000190734863), tones (0.2409999966621399), on (0.23199999332427979), now (-0.15700000524520874), me (0.1420000046491623)"
3152,quarantine,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,"call (3.888000011444092), now (1.4980000257492065), service (1.2100000381469727), your (0.4099999964237213), me (0.35499998927116394), my (0.19200000166893005), and (0.18700000643730164), from (-0.14499999582767487), to (-0.14399999380111694), txt (-0.1120000034570694)"
3154,quarantine,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,"chat (2.5739998817443848), call (2.257999897003174), send (1.4930000305175781), stop (1.4270000457763672), text (1.2170000076293945), me (-1.194000005722046), from (0.7789999842643738), to (-0.35499998927116394), not (-0.2930000126361847), now (-0.16899999976158142)"
3163,quarantine,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,"call (3.0510001182556152), sms (2.7100000381469727), claim (1.9229999780654907), stop (1.4529999494552612), won (1.1490000486373901), this (0.8799999952316284), the (-0.628000020980835), time (-0.5289999842643738), to (-0.3569999933242798), me (0.3319999873638153)"
3166,quarantine,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k","call (4.311999797821045), now (1.7009999752044678), me (0.3499999940395355), just (-0.2409999966621399), per (0.20999999344348907), your (-0.18700000643730164), my (0.1770000010728836), from (-0.1720000058412552), to (-0.1589999943971634), ltd (0.15700000524520874)"
3175,quarantine,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,"txt (3.9179999828338623), claim (2.2170000076293945), out (0.7799999713897705), going (-0.5569999814033508), cash (0.5350000262260437), and (-0.5189999938011169), call (-0.2630000114440918), your (-0.2070000022649765), 18 (0.13199999928474426), now (-0.13099999725818634)"
3188,quarantine,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","call (3.5910000801086426), claim (2.072999954223633), now (1.2400000095367432), won (1.1679999828338623), the (-0.9160000085830688), this (0.8209999799728394), me (0.34700000286102295), have (0.25), my (0.1850000023841858), to (-0.1720000058412552)"
3191,quarantine,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,"txt (4.242000102996826), win (2.7279999256134033), to (0.9710000157356262), ur (0.3149999976158142), call (-0.2800000011920929), me (0.15199999511241913), from (-0.1469999998807907), now (-0.14100000262260437), your (-0.1379999965429306), my (0.13600000739097595)"
3216,quarantine,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,"call (3.7339999675750732), claim (2.260999917984009), won (1.0210000276565552), from (0.781000018119812), to (0.6959999799728394), you (0.5370000004768372), that (-0.4909999966621399), me (0.37400001287460327), we (-0.27399998903274536), my (0.18299999833106995)"
3221,quarantine,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","call (3.5250000953674316), ringtone (2.0829999446868896), mobile (1.156000018119812), for (0.8669999837875366), not (-0.7820000052452087), customer (0.5830000042915344), your (0.5799999833106995), number (0.39500001072883606), me (0.33899998664855957), my (0.18400000035762787)"
3228,quarantine,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info","txt (3.2890000343322754), win (2.6449999809265137), reply (1.4479999542236328), send (1.1510000228881836), from (0.8370000123977661), cash (0.47600001096725464), cost (0.2680000066757202), call (-0.21299999952316284), 150p (0.20200000703334808), apply (0.20200000703334808)"
3229,quarantine,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,"send (2.4210000038146973), now (2.061000108718872), 500 (1.2790000438690186), msg (0.6949999928474426), in (-0.5429999828338623), cash (0.4729999899864197), call (-0.3970000147819519), is (0.3720000088214874), your (-0.1770000010728836), to (0.17100000381469727)"
3259,quarantine,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate","call (3.440999984741211), claim (1.9789999723434448), won (1.1679999828338623), now (0.7710000276565552), to (0.6859999895095825), good (-0.574999988079071), me (0.3529999852180481), the (0.22300000488758087), per (0.20999999344348907), my (0.1940000057220459)"
3265,quarantine,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call","call (2.88100004196167), reply (1.4859999418258667), free (1.1349999904632568), or (0.9399999976158142), mobile (0.9089999794960022), new (0.8820000290870667), to (0.7639999985694885), with (0.7620000243186951), me (0.36899998784065247), my (0.1850000023841858)"
3271,quarantine,You have 1 new voicemail. Please call 08719181513.,"call (3.2009999752044678), new (1.496000051498413), have (0.7749999761581421), me (0.3070000112056732), you (-0.2199999988079071), from (-0.17000000178813934), my (0.1469999998807907), txt (-0.13899999856948853), now (-0.11800000071525574), your (-0.10300000011920929)"
3288,quarantine,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ","call (4.068999767303467), now (1.7020000219345093), service (1.3960000276565552), all (0.6809999942779541), you (0.3580000102519989), will (-0.34700000286102295), me (0.3319999873638153), know (-0.30000001192092896), 150p (0.22699999809265137), cant (-0.2070000022649765)"
3289,quarantine,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,"call (4.791999816894531), you (0.5640000104904175), me (0.34299999475479126), to (-0.1979999989271164), your (-0.1940000057220459), from (-0.1720000058412552), my (0.1599999964237213), now (-0.15199999511241913), txt (-0.12999999523162842), free (-0.10999999940395355)"
3297,quarantine,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,"call (3.3359999656677246), claim (2.375), to (1.0379999876022339), you (0.5260000228881836), me (0.3569999933242798), my (0.1770000010728836), your (-0.16599999368190765), from (-0.1589999943971634), and (0.13099999725818634), now (-0.12999999523162842)"
3298,quarantine,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,"reply (2.2060000896453857), free (1.8660000562667847), stop (1.8550000190734863), service (1.128000020980835), message (0.8460000157356262), from (0.6209999918937683), to (-0.5230000019073486), new (0.5189999938011169), sex (0.31299999356269836), call (-0.29499998688697815)"
3315,quarantine,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","text (2.6500000953674316), free (1.4579999446868896), message (1.1779999732971191), 500 (0.9160000085830688), this (0.7590000033378601), to (0.6539999842643738), your (0.4580000042915344), call (-0.3230000138282776), you (0.30000001192092896), with (0.296999990940094)"
3333,quarantine,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P","call (4.199999809265137), service (1.434000015258789), from (1.430999994277954), out (1.0399999618530273), it (-0.996999979019165), you (-0.6150000095367432), to (0.5830000042915344), me (0.36000001430511475), are (-0.25099998712539673), know (-0.23199999332427979)"
3381,quarantine,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+","now (1.690999984741211), your (1.6150000095367432), from (0.8579999804496765), cash (0.5740000009536743), call (-0.5429999828338623), not (-0.4950000047683716), to (0.45899999141693115), or (0.45500001311302185), out (0.42399999499320984), you (0.23100000619888306)"
3384,quarantine,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,"call (1.7569999694824219), msg (1.3980000019073486), mobile (1.065000057220459), from (1.027999997138977), free (0.9269999861717224), this (0.6779999732971191), your (0.5180000066757202), number (0.4169999957084656), to (0.41100001335144043), me (0.35600000619888306)"
3390,quarantine,Please CALL 08712402972 immediately as there is an urgent message waiting for you,"call (3.6470000743865967), message (2.131999969482422), for (0.4359999895095825), there (-0.3449999988079071), me (0.3199999928474426), is (0.3160000145435333), your (-0.30799999833106995), you (0.2930000126361847), as (-0.19099999964237213), my (0.1720000058412552)"
3396,quarantine,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,"call (3.944999933242798), your (1.3830000162124634), mobile (1.2200000286102295), from (0.9879999756813049), been (0.8550000190734863), number (0.40700000524520874), me (0.3959999978542328), with (0.375), my (0.21299999952316284), now (-0.12300000339746475)"
3400,quarantine,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589","call (4.2729997634887695), to (0.8629999756813049), you (-0.7260000109672546), with (0.6380000114440918), of (0.6240000128746033), customer (0.5289999842643738), me (0.3709999918937683), your (0.2680000066757202), that (-0.22599999606609344), my (0.19499999284744263)"
3408,quarantine,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,"call (2.88100004196167), reply (1.4859999418258667), free (1.1349999904632568), or (0.9399999976158142), mobile (0.9089999794960022), new (0.8820000290870667), to (0.7639999985694885), with (0.7620000243186951), me (0.36899998784065247), my (0.1850000023841858)"
3418,quarantine,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,"sms (2.805000066757202), this (1.1740000247955322), won (1.0399999618530273), me (-0.8029999732971191), for (0.6690000295639038), been (0.6669999957084656), enjoy (0.578000009059906), call (-0.3059999942779541), in (-0.28600001335144043), and (0.2639999985694885)"
3419,quarantine,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,"call (3.127000093460083), free (1.7200000286102295), reply (1.569000005722046), now (1.2580000162124634), new (0.8600000143051147), or (0.8529999852180481), want (0.37599998712539673), me (0.36000001430511475), per (0.20999999344348907), you (0.20000000298023224)"
3420,quarantine,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470","call (4.2729997634887695), to (0.8629999756813049), you (-0.7260000109672546), with (0.6380000114440918), of (0.6240000128746033), customer (0.5289999842643738), me (0.3709999918937683), your (0.2680000066757202), that (-0.22599999606609344), my (0.19499999284744263)"
3422,quarantine,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,"txt (2.5869998931884766), call (2.0399999618530273), free (1.6720000505447388), stop (1.121000051498413), to (0.8629999756813049), help (0.7390000224113464), me (0.3440000116825104), my (0.17299999296665192), from (-0.15600000321865082), now (-0.1379999965429306)"
3423,quarantine,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,"text (2.434000015258789), free (1.6690000295639038), out (1.5180000066757202), your (1.0679999589920044), mobile (0.8659999966621399), with (0.8159999847412109), for (0.41100001335144043), you (0.3490000069141388), orange (0.29499998688697815), call (-0.2460000067949295)"
3424,quarantine,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51F,"reply (2.5980000495910645), msg (1.7400000095367432), new (1.2350000143051147), dont (0.5540000200271606), call (-0.46799999475479126), ur (0.3330000042915344), we (-0.3100000023841858), to (-0.2070000022649765), me (0.16599999368190765), now (-0.16500000655651093)"
3432,quarantine,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,"call (4.791999816894531), you (0.5640000104904175), me (0.34299999475479126), to (-0.1979999989271164), your (-0.1940000057220459), from (-0.1720000058412552), my (0.1599999964237213), now (-0.15199999511241913), txt (-0.12999999523162842), free (-0.10999999940395355)"
3441,quarantine,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,"text (2.816999912261963), free (1.5470000505447388), mobile (1.3450000286102295), its (-0.6349999904632568), apply (0.3529999852180481), call (-0.34299999475479126), can (-0.34299999475479126), get (0.30300000309944153), your (-0.25), go (-0.2029999941587448)"
3467,quarantine,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,"call (3.7799999713897705), claim (2.260999917984009), won (1.0199999809265137), from (0.996999979019165), that (-0.9229999780654907), to (0.7120000123977661), you (0.6060000061988831), me (0.375), we (-0.27399998903274536), are (-0.18199999630451202)"
3482,quarantine,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,"call (3.053999900817871), now (1.4259999990463257), reply (1.218999981880188), text (1.2120000123977661), new (0.8399999737739563), or (0.7059999704360962), do (-0.640999972820282), for (-0.5759999752044678), me (0.35199999809265137), want (0.3370000123977661)"
3494,quarantine,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P","call (4.199999809265137), service (1.434000015258789), from (1.430999994277954), out (1.0399999618530273), it (-0.996999979019165), you (-0.6150000095367432), to (0.5830000042915344), me (0.36000001430511475), are (-0.25099998712539673), know (-0.23199999332427979)"
3495,quarantine,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std tex","win (2.8499999046325684), text (2.322000026702881), to (1.434999942779541), with (0.5), they (0.49000000953674316), what (-0.44699999690055847), call (-0.39399999380111694), cost (0.27399998903274536), you (0.2619999945163727), or (0.25200000405311584)"
3528,quarantine,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE","call (3.4539999961853027), claim (2.052000045776367), you (-1.6490000486373901), now (1.1480000019073486), this (0.8700000047683716), me (0.35100001096725464), to (-0.3409999907016754), or (0.3050000071525574), are (0.257999986410141), my (0.18400000035762787)"
3529,quarantine,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!","from (2.197000026702881), now (1.7259999513626099), this (0.8050000071525574), new (0.5680000185966492), call (-0.5450000166893005), and (0.2639999985694885), txt (-0.19200000166893005), me (0.17399999499320984), my (0.164000004529953), you (0.16200000047683716)"
